Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Nepal,<0.01,,,,<0.01,,,,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , 0.01,,0.01 ,0.01 , 0.02,,0.02 ,0.02 , 0.03,,0.03 ,0.03 , 0.03,,0.04 ,0.03 , 0.04,,0.05 ,0.04 , 0.05,,0.06 ,0.05 , 0.06,,0.06 ,0.05 , 0.07,,0.06 ,0.06 , 0.07,,0.06 ,0.05 , 0.07,,0.06 ,0.05 , 0.07,,0.05 ,0.04 , 0.06,,0.05 ,0.04 , 0.06,,0.04 ,0.04 , 0.05,,0.04 ,0.03 , 0.05,,0.04 ,0.03 , 0.05,,0.03 ,0.03 , 0.04,,0.03 ,0.03 , 0.04,,0.03 ,0.02 , 0.04,,0.03 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,,0.02 ,0.02 , 0.03,
Netherlands,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
New Zealand,0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Nicaragua,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.02,,<0.01 ,<0.01 , 0.03,,<0.01 ,<0.01 , 0.03,,<0.01 ,<0.01 , 0.03,,<0.01 ,<0.01 , 0.04,,0.01 ,<0.01 , 0.05,,0.01 ,<0.01 , 0.05,,0.02 ,<0.01 , 0.06,,0.02 ,0.01 , 0.06,,0.03 ,0.01 , 0.06,,0.03 ,0.02 , 0.07,,0.04 ,0.02 , 0.07,,0.05 ,0.03 , 0.08,,0.05 ,0.04 , 0.08,,0.06 ,0.04 , 0.08,,0.06 ,0.04 , 0.08,,0.05 ,0.04 , 0.08,,0.05 ,0.03 , 0.07,,0.05 ,0.03 , 0.08,,0.05 ,0.03 , 0.08,,0.05 ,0.03 , 0.08,,0.05 ,0.03 , 0.07,,0.04 ,0.02 , 0.07,,0.04 ,0.03 , 0.07,,0.04 ,0.03 , 0.07,,0.04 ,0.02 , 0.07,,0.04 ,0.02 , 0.07,,0.04 ,0.02 , 0.07,,0.04 ,0.02 , 0.06,,0.03 ,0.02 , 0.06,
Niger,0.03 ,0.02 , 0.04,,0.04 ,0.03 , 0.05,,0.05 ,0.04 , 0.07,,0.07 ,0.05 , 0.09,,0.09 ,0.07 , 0.11,,0.11 ,0.08 , 0.13,,0.13 ,0.10 , 0.16,,0.15 ,0.12 , 0.19,,0.17 ,0.14 , 0.21,,0.19 ,0.16 , 0.24,,0.21 ,0.18 , 0.26,,0.23 ,0.20 , 0.28,,0.24 ,0.21 , 0.29,,0.25 ,0.22 , 0.30,,0.26 ,0.22 , 0.31,,0.26 ,0.22 , 0.30,,0.24 ,0.21 , 0.29,,0.22 ,0.19 , 0.26,,0.20 ,0.17 , 0.24,,0.19 ,0.16 , 0.22,,0.13 ,0.11 , 0.16,,0.12 ,0.10 , 0.15,,0.10 ,0.08 , 0.13,,0.09 ,0.07 , 0.11,,0.08 ,0.06 , 0.10,,0.08 ,0.07 , 0.10,,0.08 ,0.06 , 0.10,,0.07 ,0.05 , 0.08,,0.05 ,0.04 , 0.07,,0.05 ,0.04 , 0.06,,0.04 ,0.04 , 0.05,
Nigeria,0.12 ,0.07 , 0.20,,0.15 ,0.09 , 0.25,,0.19 ,0.11 , 0.31,,0.23 ,0.14 , 0.38,,0.27 ,0.16 , 0.44,,0.31 ,0.19 , 0.52,,0.36 ,0.22 , 0.59,,0.40 ,0.25 , 0.67,,0.45 ,0.27 , 0.74,,0.49 ,0.30 , 0.80,,0.53 ,0.32 , 0.87,,0.56 ,0.34 , 0.93,,0.59 ,0.36 , 0.97,,0.61 ,0.37 , 1.00,,0.60 ,0.36 , 0.98,,0.57 ,0.35 , 0.94,,0.55 ,0.33 , 0.91,,0.50 ,0.31 , 0.83,,0.49 ,0.30 , 0.80,,0.44 ,0.27 , 0.72,,0.41 ,0.25 , 0.68,,0.40 ,0.25 , 0.67,,0.39 ,0.24 , 0.64,,0.34 ,0.21 , 0.56,,0.29 ,0.17 , 0.47,,0.26 ,0.16 , 0.42,,0.25 ,0.15 , 0.41,,0.25 ,0.15 , 0.40,,0.24 ,0.15 , 0.40,,0.25 ,0.15 , 0.41,,0.23 ,0.14 , 0.38,
North Macedonia,...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",...,,,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Norway,0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.01,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.01 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication."
Oman,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Pakistan,<0.01,,,,<0.01,,,,<0.01,,,,<0.01,,,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,0.01 ,<0.01 , 0.01,,0.01 ,0.01 , 0.02,,0.02 ,0.02 , 0.02,,0.02 ,0.02 , 0.02,,0.02 ,0.02 , 0.03,,0.03 ,0.03 , 0.03,,0.03 ,0.03 , 0.03,,0.03 ,0.03 , 0.04,,0.04 ,0.03 , 0.04,,0.04 ,0.03 , 0.04,
Panama,0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.08 ,0.07 , 0.10,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.11,"Children estimates were not available at the time of publication.",0.11 ,0.10 , 0.13,"Children estimates were not available at the time of publication.",0.13 ,0.12 , 0.15,"Children estimates were not available at the time of publication.",0.15 ,0.13 , 0.17,"Children estimates were not available at the time of publication.",0.16 ,0.15 , 0.18,"Children estimates were not available at the time of publication.",0.18 ,0.16 , 0.20,"Children estimates were not available at the time of publication.",0.18 ,0.17 , 0.20,"Children estimates were not available at the time of publication.",0.13 ,0.11 , 0.15,"Children estimates were not available at the time of publication.",0.14 ,0.12 , 0.17,"Children estimates were not available at the time of publication.",0.15 ,0.12 , 0.17,"Children estimates were not available at the time of publication.",0.15 ,0.12 , 0.17,"Children estimates were not available at the time of publication.",0.15 ,0.13 , 0.18,"Children estimates were not available at the time of publication.",0.16 ,0.14 , 0.18,"Children estimates were not available at the time of publication.",0.16 ,0.14 , 0.18,"Children estimates were not available at the time of publication.",0.16 ,0.14 , 0.18,"Children estimates were not available at the time of publication.",0.16 ,0.14 , 0.19,"Children estimates were not available at the time of publication.",0.16 ,0.14 , 0.19,"Children estimates were not available at the time of publication.",0.13 ,0.11 , 0.15,"Children estimates were not available at the time of publication.",0.13 ,0.11 , 0.16,"Children estimates were not available at the time of publication.",0.14 ,0.11 , 0.17,"Children estimates were not available at the time of publication.",0.13 ,0.10 , 0.16,"Children estimates were not available at the time of publication.",0.13 ,0.11 , 0.16,"Children estimates were not available at the time of publication.",0.13 ,0.11 , 0.17,"Children estimates were not available at the time of publication.",0.13 ,0.11 , 0.17,"Children estimates were not available at the time of publication.",0.12 ,0.10 , 0.14,"Children estimates were not available at the time of publication.",0.11 ,0.09 , 0.13,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.11 ,0.09 , 0.13,"Children estimates were not available at the time of publication."
Papua New Guinea,<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",<0.01 ,<0.01 , <0.01,"Children estimates were not available at the time of publication.",0.01 ,<0.01 , 0.01,"Children estimates were not available at the time of publication.",0.02 ,0.01 , 0.02,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.02 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.11,"Children estimates were not available at the time of publication.",0.10 ,0.06 , 0.14,"Children estimates were not available at the time of publication.",0.12 ,0.08 , 0.17,"Children estimates were not available at the time of publication.",0.15 ,0.09 , 0.21,"Children estimates were not available at the time of publication.",0.17 ,0.11 , 0.24,"Children estimates were not available at the time of publication.",0.17 ,0.11 , 0.25,"Children estimates were not available at the time of publication.",0.14 ,0.08 , 0.22,"Children estimates were not available at the time of publication.",0.11 ,0.06 , 0.17,"Children estimates were not available at the time of publication.",0.10 ,0.05 , 0.15,"Children estimates were not available at the time of publication.",0.10 ,0.05 , 0.16,"Children estimates were not available at the time of publication.",0.10 ,0.05 , 0.17,"Children estimates were not available at the time of publication.",0.10 ,0.05 , 0.17,"Children estimates were not available at the time of publication.",0.09 ,0.04 , 0.15,"Children estimates were not available at the time of publication.",0.07 ,0.03 , 0.13,"Children estimates were not available at the time of publication.",0.06 ,0.03 , 0.11,"Children estimates were not available at the time of publication.",0.06 ,0.03 , 0.11,"Children estimates were not available at the time of publication.",0.06 ,0.03 , 0.11,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.10,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.09,"Children estimates were not available at the time of publication.",0.05 ,0.02 , 0.09,"Children estimates were not available at the time of publication."
